escola,sexo,idade,endereco,tamanho_familia,status_pais,escolaridade_mae,escolaridade_pai,trabalho_mae,trabalho_pai,motivo_escolha,responsavel,tempo_deslocamento,tempo_estudo,reprovacoes,apoio_escola,apoio_familia,aulas_particulares,atividades_extracurriculares,creche,ensino_superior,internet,relacionamento,relacao_familiar,tempo_livre,sair_amigos,alcool_dias_uteis,alcool_fim_semana,saude,faltas,nota_1,nota_2,nota_final
GP,M,16,U,MA3,J,1,0,outro,outro,reputacao,mae,2,2,0,N,S,S,S,S,S,S,S,4,3,2,1,1,3,2,13,15,16
GP,M,17,U,ME3,J,4,4,professora,outro,reputacao,mae,1,2,0,N,S,S,S,S,S,S,N,4,4,4,1,3,5,0,13,11,10
GP,F,16,U,MA3,J,1,3,em_casa,servicos_publicos,perto_casa,mae,1,2,3,N,N,N,S,N,S,S,S,4,3,5,1,1,3,0,8,7,0
GP,F,16,U,ME3,J,3,3,outro,outro,reputacao,mae,2,2,0,N,S,S,S,S,S,S,N,4,4,5,1,1,4,4,10,11,9
GP,M,17,U,ME3,J,4,3,professora,outro,preferencia_curso,mae,2,2,0,N,N,S,S,S,S,S,N,4,4,4,4,4,4,4,10,9,9
GP,F,16,U,MA3,J,2,2,servicos_publicos,outro,reputacao,mae,2,2,0,N,N,S,S,N,S,S,N,3,4,4,1,4,5,2,13,13,11
GP,M,17,U,MA3,J,3,3,outro,outro,reputacao,pai,1,2,0,N,N,N,S,N,S,S,N,4,3,4,1,4,4,4,6,5,6
GP,M,16,R,MA3,J,4,2,professora,servicos_publicos,outro,mae,1,1,0,N,S,N,S,S,S,S,S,4,3,3,3,4,3,10,10,8,9
GP,M,17,U,MA3,J,4,3,outro,outro,preferencia_curso,mae,1,2,0,N,S,N,S,S,S,S,S,5,2,3,1,1,2,4,10,10,11
GP,M,16,U,MA3,J,4,3,professora,outro,perto_casa,mae,1,2,0,N,S,S,S,S,S,S,N,3,4,3,2,3,3,10,9,8,8
GP,M,16,U,MA3,J,3,3,servicos_publicos,outro,perto_casa,mae,1,2,0,N,N,S,S,S,S,S,S,4,2,3,1,2,3,2,12,13,12
GP,F,17,U,MA3,J,2,4,servicos_publicos,servicos_publicos,reputacao,pai,1,2,0,N,S,N,S,S,S,N,N,5,4,2,2,3,5,0,16,17,17
GP,F,17,U,ME3,J,3,3,outro,outro,reputacao,mae,1,2,0,N,S,N,S,S,S,S,S,5,3,3,2,3,1,56,9,9,8
GP,F,16,U,MA3,J,3,2,outro,outro,reputacao,mae,1,2,0,N,S,S,N,S,S,S,N,1,2,2,1,2,1,14,12,13,12
GP,M,17,U,MA3,J,3,3,servicos_publicos,servicos_publicos,outro,mae,1,2,0,N,S,N,S,S,S,S,S,4,3,4,2,3,4,12,12,12,11
GP,M,16,U,MA3,J,1,2,servicos_publicos,servicos_publicos,outro,mae,1,1,0,N,S,S,S,S,S,S,S,3,3,3,1,2,3,2,11,12,11
GP,M,16,U,ME3,J,2,1,outro,outro,preferencia_curso,mae,1,2,0,N,N,S,S,S,S,S,S,4,2,3,1,2,5,0,15,15,15
GP,F,17,U,MA3,S,3,3,saude,outro,reputacao,mae,1,2,0,N,S,N,N,N,S,S,S,3,3,3,1,3,3,6,8,7,9
GP,M,17,R,MA3,J,1,2,em_casa,outro,perto_casa,mae,1,2,0,N,N,N,N,S,S,N,N,3,1,3,1,5,3,4,8,9,10
GP,F,16,U,MA3,J,2,3,servicos_publicos,servicos_publicos,preferencia_curso,mae,1,2,0,N,N,N,N,S,S,S,N,4,3,3,1,1,2,10,11,12,13
GP,F,17,U,MA3,J,1,1,em_casa,servicos_publicos,preferencia_curso,mae,1,2,0,N,N,N,S,S,S,S,N,5,3,3,1,1,3,0,8,8,9
GP,M,17,U,MA3,J,1,2,em_casa,servicos_publicos,outro,outro,2,2,0,N,N,S,S,N,S,S,N,4,4,4,4,5,5,12,7,8,8
GP,M,16,R,MA3,J,3,3,servicos_publicos,servicos_publicos,reputacao,mae,1,1,0,N,S,N,S,S,S,S,N,4,3,2,3,4,5,8,8,9,10
GP,M,16,U,MA3,J,2,3,outro,outro,perto_casa,pai,2,1,0,N,N,N,N,S,S,S,N,5,3,3,1,1,3,0,13,14,14
GP,F,17,U,ME3,J,2,4,servicos_publicos,servicos_publicos,preferencia_curso,pai,1,2,0,N,N,N,S,S,S,S,S,4,3,2,1,1,5,0,14,15,15
GP,M,17,U,MA3,J,4,4,servicos_publicos,professor,perto_casa,mae,1,1,0,N,N,N,N,S,S,S,N,5,2,3,1,2,5,4,17,15,16
GP,M,16,R,ME3,J,3,3,professora,outro,perto_casa,pai,3,1,0,N,S,S,S,S,S,S,N,3,3,4,3,5,3,8,9,9,10
GP,F,17,U,MA3,J,4,4,servicos_publicos,professor,perto_casa,mae,2,1,1,N,S,N,N,S,S,S,N,4,2,4,2,3,2,24,18,18,18
GP,F,16,U,ME3,J,4,4,professora,professor,reputacao,mae,1,2,0,N,S,S,N,S,S,S,N,4,5,2,1,2,3,0,9,9,10
GP,F,16,U,MA3,J,4,3,saude,outro,perto_casa,mae,1,2,0,N,S,N,S,S,S,S,N,4,3,5,1,5,2,2,16,16,16
GP,F,16,U,MA3,J,2,3,outro,outro,reputacao,mae,1,2,0,S,S,S,S,S,S,N,N,4,4,3,1,3,4,6,8,10,10
GP,F,17,U,MA3,J,1,1,outro,outro,preferencia_curso,mae,1,2,0,N,S,S,N,N,S,N,N,4,4,4,1,3,1,4,9,9,10
GP,F,17,R,MA3,J,2,2,outro,outro,reputacao,mae,1,1,0,N,S,N,N,S,S,S,N,5,3,2,1,2,3,18,7,6,6
GP,F,16,R,MA3,J,2,2,servicos_publicos,servicos_publicos,reputacao,mae,2,4,0,N,S,S,S,N,S,S,N,5,3,5,1,1,5,6,10,10,11
GP,F,17,U,MA3,J,3,4,em_casa,servicos_publicos,perto_casa,mae,1,3,1,N,S,S,N,S,S,S,S,4,4,3,3,4,5,28,10,9,9
GP,F,16,U,MA3,S,3,1,servicos_publicos,outro,preferencia_curso,mae,1,2,3,N,S,S,N,S,S,S,N,2,3,3,2,2,4,5,7,7,7
GP,F,16,U,MA3,J,4,3,professora,outro,outro,mae,1,2,0,N,N,S,S,S,S,S,S,1,3,2,1,1,1,10,11,12,13
GP,F,16,U,MA3,J,1,1,em_casa,outro,perto_casa,mae,2,1,0,N,S,S,N,S,S,N,N,4,3,2,1,4,5,6,9,9,10
GP,F,17,R,MA3,J,4,3,professora,outro,reputacao,mae,2,3,0,N,S,S,S,S,S,S,S,4,4,2,1,1,4,6,7,7,7
GP,F,19,U,MA3,J,3,3,outro,outro,reputacao,outro,1,4,0,N,S,S,S,S,S,S,N,4,3,3,1,2,3,10,8,8,8
GP,M,17,U,ME3,J,4,4,servicos_publicos,outro,perto_casa,mae,1,2,0,N,S,S,N,S,S,S,S,5,3,5,4,5,3,13,12,12,13
GP,F,16,U,MA3,S,2,2,outro,outro,reputacao,mae,1,2,0,S,S,S,N,S,S,S,N,3,3,4,1,1,4,0,12,13,14
GP,M,18,U,MA3,J,2,2,servicos_publicos,outro,perto_casa,mae,1,2,1,N,S,S,S,S,S,S,N,4,4,4,2,4,5,15,6,7,8
GP,F,17,R,ME3,J,4,4,servicos_publicos,outro,outro,mae,1,1,0,N,S,S,N,S,S,N,N,5,2,1,1,2,3,12,8,10,10
GP,F,17,U,ME3,J,3,2,outro,outro,reputacao,mae,2,2,0,N,N,S,N,S,S,S,N,4,4,4,1,3,1,2,14,15,15
GP,F,17,U,MA3,J,4,3,outro,outro,reputacao,mae,1,2,2,N,N,S,N,S,S,S,S,3,4,5,2,4,1,22,6,6,4
GP,M,18,U,ME3,J,3,3,servicos_publicos,saude,perto_casa,pai,1,2,1,N,S,S,N,S,S,S,N,3,2,4,2,4,4,13,6,6,8
GP,F,17,U,MA3,J,2,3,em_casa,outro,perto_casa,pai,2,1,0,N,S,S,N,S,S,N,N,3,3,3,1,4,3,3,7,7,8
GP,F,17,U,MA3,J,2,2,em_casa,em_casa,preferencia_curso,mae,1,3,0,N,S,S,S,S,S,S,N,4,3,3,1,1,4,4,9,10,10
GP,F,17,R,MA3,J,2,1,em_casa,servicos_publicos,reputacao,mae,2,2,0,N,S,N,S,S,S,S,N,4,2,5,1,2,5,2,6,6,6
GP,F,17,U,MA3,J,1,1,em_casa,outro,reputacao,mae,1,3,1,N,S,N,S,S,S,N,S,4,3,4,1,1,5,0,6,5,0
GP,F,16,U,MA3,J,2,3,servicos_publicos,professor,outro,mae,1,2,0,S,N,N,N,S,S,S,N,2,3,1,1,1,3,2,16,16,17
GP,M,18,U,MA3,J,2,2,outro,outro,perto_casa,mae,2,2,0,N,S,S,N,S,S,S,N,3,3,3,5,5,4,0,12,13,13
GP,F,16,U,MA3,J,4,4,professora,servicos_publicos,perto_casa,mae,1,3,0,N,S,N,S,N,S,S,N,5,3,2,1,1,5,0,13,13,14
GP,F,18,R,MA3,J,3,1,outro,outro,reputacao,mae,1,2,1,N,N,N,S,S,S,S,S,5,3,3,1,1,4,16,9,8,7
GP,F,17,U,MA3,J,3,2,outro,outro,preferencia_curso,mae,1,2,0,N,N,N,S,N,S,S,N,5,3,4,1,3,3,10,16,15,15
GP,M,17,U,ME3,J,2,3,servicos_publicos,servicos_publicos,reputacao,pai,1,2,0,N,S,S,N,N,S,S,N,5,3,3,1,3,3,2,12,11,12
GP,M,18,U,ME3,J,2,1,em_casa,outro,preferencia_curso,mae,4,2,0,S,S,S,S,S,S,S,S,4,3,2,4,5,3,14,10,8,9
GP,F,17,U,MA3,S,2,1,outro,outro,preferencia_curso,mae,2,3,0,N,N,N,S,S,S,S,S,3,2,3,1,2,3,10,12,10,12
GP,F,17,U,ME3,J,4,3,saude,outro,reputacao,pai,1,2,0,N,N,N,S,S,S,S,S,3,2,3,1,2,3,14,13,13,14
GP,M,17,R,MA3,J,2,2,outro,outro,preferencia_curso,pai,2,2,0,N,S,S,S,S,S,S,N,4,5,2,1,1,1,4,11,11,11
GP,M,17,U,MA3,J,4,4,professora,professor,reputacao,mae,1,2,0,S,S,N,S,S,S,S,S,4,5,5,1,3,2,14,11,9,9
GP,M,16,U,MA3,J,4,4,saude,outro,reputacao,pai,1,2,0,N,S,S,S,S,S,S,N,4,2,4,2,4,1,2,14,13,13
GP,M,16,U,ME3,J,1,1,outro,outro,perto_casa,mae,2,2,0,N,S,S,N,S,S,S,N,3,4,2,1,1,5,18,9,7,6
GP,M,16,U,MA3,J,3,2,em_casa,outro,reputacao,mae,2,3,0,N,N,N,S,S,S,S,S,5,3,3,1,3,2,10,11,9,10
GP,M,17,U,ME3,J,2,2,outro,outro,perto_casa,pai,1,2,0,N,N,S,S,N,S,S,S,4,4,2,5,5,4,4,14,13,13
GP,F,16,U,MA3,J,2,1,outro,outro,perto_casa,mae,1,1,0,N,N,N,N,S,S,S,S,4,5,2,1,1,5,20,13,12,12
GP,F,17,R,MA3,J,2,1,em_casa,servicos_publicos,preferencia_curso,mae,3,2,0,N,N,N,S,S,S,N,N,2,1,1,1,1,3,2,13,11,11
GP,M,18,U,MA3,J,2,2,outro,servicos_publicos,reputacao,pai,1,2,1,N,N,N,N,S,N,S,N,5,5,4,3,5,2,0,7,7,0
GP,M,17,U,ME3,J,4,3,saude,outro,preferencia_curso,mae,2,2,0,N,N,N,S,S,S,S,S,2,5,5,1,4,5,14,12,12,12
GP,M,17,R,ME3,S,4,4,professora,outro,preferencia_curso,mae,2,2,0,N,S,S,N,S,S,S,N,3,3,3,2,3,4,2,10,11,12
GP,M,16,U,ME3,J,4,3,professora,outro,preferencia_curso,mae,1,1,0,N,N,N,S,N,S,S,N,5,4,5,1,1,3,0,6,0,0
GP,M,16,U,MA3,J,4,4,servicos_publicos,servicos_publicos,preferencia_curso,mae,1,1,0,N,N,N,S,S,S,S,N,5,3,2,1,2,5,0,13,12,12
GP,F,18,U,MA3,J,2,1,outro,outro,preferencia_curso,outro,2,3,0,N,S,S,N,N,S,S,S,4,4,4,1,1,3,0,7,0,0
GP,M,16,U,MA3,J,2,1,outro,outro,preferencia_curso,mae,3,1,0,N,N,N,N,S,S,S,N,4,3,3,1,1,4,6,18,18,18
GP,M,17,U,MA3,J,2,3,outro,outro,preferencia_curso,pai,2,1,0,N,N,N,N,S,S,S,N,5,2,2,1,1,2,4,12,12,13
GP,M,22,U,MA3,J,3,1,servicos_publicos,servicos_publicos,outro,mae,1,1,3,N,N,N,N,N,N,S,S,5,4,5,5,5,1,16,6,8,8
GP,M,18,R,ME3,J,3,3,outro,servicos_publicos,preferencia_curso,mae,1,2,1,N,S,N,N,S,S,S,S,4,3,3,1,3,5,8,3,5,5
GP,M,16,U,MA3,J,0,2,outro,outro,outro,mae,1,1,0,N,N,S,N,N,S,S,N,4,3,2,2,4,5,0,13,15,15
GP,M,18,U,MA3,J,3,2,servicos_publicos,outro,preferencia_curso,mae,2,1,1,N,N,N,N,S,N,S,N,4,4,5,2,4,5,0,6,8,8
GP,M,16,U,MA3,J,3,3,em_casa,outro,reputacao,outro,3,2,0,S,S,N,N,N,S,S,N,5,3,3,1,3,2,6,7,10,10
GP,M,18,U,MA3,J,2,1,servicos_publicos,servicos_publicos,outro,mae,1,1,1,N,N,N,N,N,N,S,N,3,2,5,2,5,5,4,6,9,8
GP,M,16,R,MA3,J,2,1,outro,outro,preferencia_curso,mae,2,1,0,N,N,N,S,N,S,N,N,3,3,2,1,3,3,0,8,9,8
GP,M,17,R,MA3,J,2,1,outro,outro,preferencia_curso,mae,1,1,0,N,N,N,N,N,S,S,N,4,4,2,2,4,5,0,8,12,12
GP,M,17,U,ME3,J,1,1,saude,outro,preferencia_curso,mae,2,1,1,N,S,N,S,S,S,S,N,4,4,4,1,2,5,2,7,9,8
GP,F,17,U,ME3,J,4,2,professora,servicos_publicos,reputacao,mae,1,4,0,N,S,S,S,S,S,S,N,4,2,3,1,1,4,6,14,12,13
GP,M,19,U,ME3,S,4,3,servicos_publicos,em_casa,reputacao,mae,1,2,0,N,S,N,N,S,S,S,N,4,3,1,1,1,1,12,11,11,11
GP,M,18,U,MA3,J,2,1,outro,outro,perto_casa,mae,1,2,0,N,N,N,S,S,S,S,N,5,2,4,1,2,4,8,15,14,14
GP,F,17,U,ME3,J,2,2,servicos_publicos,servicos_publicos,preferencia_curso,pai,1,4,0,N,N,S,S,S,S,S,S,3,4,1,1,1,2,0,10,9,0
GP,F,18,U,MA3,J,4,3,servicos_publicos,outro,perto_casa,pai,1,2,0,N,S,S,N,S,S,S,S,3,1,2,1,3,2,21,17,18,18
GP,M,18,U,MA3,J,4,3,professora,outro,preferencia_curso,mae,1,2,0,N,S,S,N,N,S,S,N,4,3,2,1,1,3,2,8,8,8
GP,M,18,R,MA3,J,3,2,outro,outro,preferencia_curso,mae,1,3,0,N,N,N,S,N,S,N,N,5,3,2,1,1,3,1,13,12,12
GP,F,17,U,MA3,J,3,3,outro,outro,perto_casa,mae,1,3,0,N,N,N,S,N,S,N,N,3,2,3,1,1,4,4,10,9,9
GP,F,18,U,MA3,J,2,2,em_casa,servicos_publicos,perto_casa,mae,1,3,0,N,S,S,S,S,S,S,S,4,3,3,1,1,3,0,9,10,0
GP,M,18,R,ME3,S,3,4,outro,outro,reputacao,mae,2,2,0,N,S,S,S,S,S,S,N,4,2,5,3,4,1,13,17,17,17
GP,M,17,U,MA3,J,3,1,servicos_publicos,outro,outro,mae,1,2,0,N,N,S,S,S,S,S,S,5,4,4,3,4,5,2,9,9,10
GP,F,18,R,MA3,J,4,4,professora,outro,reputacao,mae,2,2,0,N,N,S,S,S,S,S,N,4,3,4,2,2,4,8,12,10,11
GP,M,18,U,MA3,J,4,2,saude,outro,reputacao,pai,1,2,0,N,S,S,S,S,S,S,S,5,4,5,1,3,5,10,10,9,10
GP,F,18,R,MA3,J,2,1,outro,outro,reputacao,mae,2,2,0,N,S,N,N,S,N,S,S,4,3,5,1,2,3,0,6,0,0
GP,F,19,U,MA3,J,3,3,outro,servicos_publicos,perto_casa,outro,1,2,2,N,S,S,S,S,S,S,N,4,3,5,3,3,5,15,9,9,9
GP,F,18,U,MA3,J,2,3,outro,servicos_publicos,reputacao,pai,1,4,0,N,S,S,S,S,S,S,S,4,5,5,1,3,2,4,15,14,14
GP,F,18,U,ME3,J,1,1,outro,outro,perto_casa,mae,2,2,0,N,S,S,N,N,S,N,N,4,4,3,1,1,3,2,11,11,11
GP,M,17,R,MA3,J,1,2,em_casa,em_casa,perto_casa,mae,1,2,0,N,S,S,S,N,S,N,S,3,5,2,2,2,1,2,15,14,14
GP,F,17,U,MA3,J,2,4,em_casa,saude,reputacao,mae,2,2,0,N,S,S,N,S,S,S,S,4,3,3,1,1,1,2,10,10,10
GP,F,17,U,ME3,J,2,2,servicos_publicos,outro,preferencia_curso,mae,2,2,0,S,S,S,N,S,S,S,S,4,4,4,2,3,5,6,12,12,12
GP,F,18,R,MA3,S,3,2,outro,servicos_publicos,perto_casa,mae,2,2,0,N,N,N,N,N,N,S,S,4,1,1,1,1,5,75,10,9,9
GP,M,18,U,MA3,J,4,4,professora,servicos_publicos,perto_casa,mae,2,1,0,N,N,S,S,S,S,S,N,3,2,4,1,4,3,22,9,9,9
GP,F,18,U,MA3,J,4,4,saude,saude,reputacao,pai,1,2,1,S,S,N,S,S,S,S,S,2,4,4,1,1,4,15,9,8,8
GP,M,18,U,ME3,J,4,3,professora,servicos_publicos,preferencia_curso,mae,2,1,0,N,N,S,S,S,S,S,N,4,2,3,1,2,1,8,10,11,10
GP,M,17,U,ME3,S,4,1,servicos_publicos,outro,perto_casa,mae,2,1,0,N,N,S,S,S,S,S,S,4,5,4,2,4,5,30,8,8,8
GP,M,17,U,ME3,S,3,2,professora,servicos_publicos,perto_casa,mae,1,1,1,N,N,N,N,S,S,S,N,4,4,4,3,4,3,19,11,9,10
GP,F,18,R,ME3,J,1,1,em_casa,outro,reputacao,mae,2,4,0,N,S,S,S,S,S,N,N,5,2,2,1,1,3,1,12,12,12
GP,F,18,U,MA3,J,1,1,outro,outro,perto_casa,mae,2,2,0,S,N,N,S,S,S,S,N,5,4,4,1,1,4,4,8,9,10
GP,F,17,U,MA3,J,2,2,outro,outro,preferencia_curso,mae,1,2,0,N,S,N,N,N,S,S,N,5,4,5,1,2,5,4,10,9,11
GP,M,17,U,MA3,J,1,1,outro,outro,reputacao,pai,1,2,0,N,N,S,N,N,S,S,N,4,3,3,1,2,4,2,12,10,11
GP,F,18,U,MA3,J,2,2,em_casa,em_casa,outro,mae,1,3,0,N,S,S,N,S,S,S,N,4,3,3,1,2,2,5,18,18,19
GP,F,17,U,MA3,J,1,1,servicos_publicos,professor,reputacao,mae,1,3,0,N,S,S,N,S,S,S,N,4,3,3,1,1,3,6,13,12,12
GP,M,18,U,MA3,J,2,1,servicos_publicos,servicos_publicos,reputacao,mae,1,3,0,N,N,S,S,S,S,S,N,4,2,4,1,3,2,6,15,14,14
GP,M,18,U,ME3,S,4,4,professora,professor,reputacao,mae,1,2,0,N,S,S,S,S,S,S,N,5,4,3,1,1,2,9,15,13,15
GP,M,18,U,MA3,J,4,2,professora,outro,perto_casa,mae,1,2,0,N,S,S,S,S,S,S,S,4,3,2,1,4,5,11,12,11,11
GP,F,17,U,MA3,J,4,3,saude,servicos_publicos,reputacao,mae,1,3,0,N,S,S,N,S,S,S,N,4,2,2,1,2,3,0,15,15,15
GP,F,18,U,ME3,J,2,1,servicos_publicos,em_casa,reputacao,mae,1,2,1,N,N,N,N,S,S,S,S,5,4,3,1,1,5,12,12,12,13
GP,F,17,R,ME3,J,3,1,servicos_publicos,outro,reputacao,mae,2,4,0,N,S,S,N,S,S,N,N,3,1,2,1,1,3,6,18,18,18
GP,M,18,R,ME3,J,3,2,servicos_publicos,outro,reputacao,mae,2,3,0,N,S,S,S,S,S,S,N,5,4,2,1,1,4,8,14,13,14
GP,M,17,U,MA3,J,3,3,saude,outro,perto_casa,mae,1,1,0,N,S,S,N,S,S,S,N,4,4,3,1,3,5,4,14,12,11
GP,F,19,U,MA3,J,4,4,saude,outro,reputacao,outro,2,2,0,N,S,S,S,S,S,S,N,2,3,4,2,3,2,0,10,9,0
GP,F,18,U,ME3,J,4,3,outro,outro,perto_casa,outro,2,2,0,N,S,S,N,S,S,S,S,4,4,5,1,2,2,10,10,8,8
GP,F,18,U,MA3,J,4,3,outro,outro,reputacao,pai,1,4,0,N,S,S,N,S,S,S,N,4,3,3,1,1,3,0,14,13,14
GP,M,18,U,ME3,J,4,4,professora,professor,perto_casa,mae,1,1,0,N,S,S,N,S,S,S,S,1,4,2,2,2,1,5,16,15,16
GP,F,18,U,ME3,S,4,4,saude,outro,perto_casa,mae,1,2,0,N,S,N,N,S,S,S,S,4,2,4,1,1,4,14,12,10,11
GP,M,17,U,ME3,J,4,4,outro,professor,perto_casa,pai,2,1,0,N,N,S,N,S,S,S,N,4,1,1,2,2,5,0,11,11,10
GP,F,17,U,MA3,J,4,2,outro,outro,reputacao,mae,2,3,0,N,S,S,N,S,S,S,N,4,3,3,1,1,3,0,15,12,14
GP,F,17,U,MA3,J,3,2,saude,saude,reputacao,pai,1,4,0,N,S,S,S,N,S,S,N,5,2,2,1,2,5,0,17,17,18
GP,M,19,U,MA3,J,3,3,outro,outro,perto_casa,outro,1,2,1,N,S,N,S,S,S,S,S,4,4,4,1,1,3,20,15,14,13
GP,F,18,U,MA3,J,2,4,servicos_publicos,em_casa,reputacao,outro,1,2,1,N,S,S,S,S,S,S,N,4,4,3,1,1,3,8,14,12,12
GP,M,20,U,MA3,S,3,2,servicos_publicos,outro,preferencia_curso,outro,1,1,0,N,N,N,S,S,S,N,N,5,5,3,1,1,5,0,17,18,18
GP,M,19,U,MA3,J,4,4,professora,servicos_publicos,reputacao,outro,2,1,1,N,S,S,N,S,S,S,S,4,3,4,1,1,4,38,8,9,8
GP,M,19,R,MA3,J,3,3,outro,servicos_publicos,reputacao,pai,1,2,1,N,N,N,S,S,S,N,S,4,5,3,1,2,5,0,15,12,12
GP,F,19,U,ME3,J,1,1,em_casa,outro,reputacao,outro,1,2,1,S,S,N,S,N,S,S,N,4,4,3,1,3,3,18,12,10,10
GP,F,19,U,ME3,J,1,2,servicos_publicos,servicos_publicos,perto_casa,outro,1,2,1,N,N,N,S,N,S,N,S,4,2,4,2,2,3,0,9,9,0
GP,F,19,U,MA3,J,2,1,em_casa,outro,outro,outro,3,2,0,N,S,N,N,S,N,S,S,3,4,1,1,1,2,20,14,12,13
GP,M,19,U,MA3,J,1,2,outro,servicos_publicos,preferencia_curso,outro,1,2,1,N,N,N,N,N,S,S,N,4,5,2,2,2,4,3,13,11,11
GP,F,19,U,ME3,J,3,2,servicos_publicos,outro,reputacao,outro,2,2,1,N,S,S,N,N,S,S,S,4,2,2,1,2,1,22,13,10,11
GP,F,19,U,MA3,J,1,1,em_casa,saude,perto_casa,outro,1,3,2,N,N,N,N,N,S,S,S,4,1,2,1,1,3,14,15,13,13
GP,F,19,R,MA3,J,2,3,outro,outro,reputacao,outro,1,3,1,N,N,N,N,S,S,S,S,4,1,2,1,1,3,40,13,11,11
GP,F,18,U,MA3,J,2,1,servicos_publicos,outro,preferencia_curso,mae,2,2,0,N,S,S,S,S,S,S,N,5,3,3,1,2,1,0,8,8,0
GP,F,18,U,MA3,J,4,3,outro,outro,preferencia_curso,mae,1,3,0,N,S,S,S,S,S,S,S,4,3,4,1,1,5,9,9,10,9
GP,F,17,R,MA3,J,3,4,em_casa,servicos_publicos,preferencia_curso,pai,1,3,0,N,S,S,S,N,S,S,N,4,3,4,2,5,5,0,11,11,10
GP,F,18,U,MA3,J,4,4,professora,outro,preferencia_curso,mae,1,2,0,N,S,S,N,S,S,S,N,4,4,4,3,3,5,2,11,11,11
GP,F,17,U,MA3,S,4,3,servicos_publicos,servicos_publicos,preferencia_curso,mae,1,2,0,N,S,S,N,S,S,S,S,5,2,2,1,2,5,23,13,13,13
GP,F,17,U,MA3,J,2,2,outro,outro,preferencia_curso,mae,1,2,0,N,S,N,N,S,S,N,S,4,2,2,1,1,3,12,11,9,9
GP,F,17,R,ME3,J,2,2,servicos_publicos,servicos_publicos,preferencia_curso,mae,1,3,0,N,S,S,S,S,S,S,N,3,3,2,2,2,3,3,11,11,11
GP,F,17,U,MA3,J,3,1,servicos_publicos,servicos_publicos,preferencia_curso,pai,1,3,0,N,S,N,N,N,S,S,N,3,4,3,2,3,5,1,12,14,15
GP,F,17,U,ME3,J,0,2,em_casa,em_casa,perto_casa,pai,2,3,0,N,N,N,N,S,S,S,N,3,3,3,2,3,2,0,16,15,15
GP,M,18,U,MA3,J,4,4,outro,outro,preferencia_curso,mae,1,3,0,N,N,N,S,S,S,S,N,4,3,3,2,2,3,3,9,12,11
GP,M,17,U,MA3,J,3,3,outro,servicos_publicos,reputacao,mae,1,1,0,N,N,N,S,N,S,S,N,4,3,5,3,5,5,3,14,15,16
GP,M,17,R,MA3,J,2,2,servicos_publicos,outro,preferencia_curso,mae,4,1,0,N,S,N,N,S,S,S,N,4,4,5,5,5,4,8,11,10,10
GP,F,17,U,MA3,J,4,4,professora,servicos_publicos,preferencia_curso,mae,1,3,0,N,S,S,S,S,S,S,N,5,4,4,1,3,4,7,10,9,9
GP,F,17,U,MA3,J,4,4,professora,professor,preferencia_curso,mae,2,3,0,N,S,S,N,N,S,S,S,4,3,3,1,2,4,4,14,14,14
GP,M,18,U,ME3,J,2,2,outro,outro,preferencia_curso,mae,1,4,0,N,S,N,S,S,S,S,N,4,5,5,2,4,5,2,9,8,8
GP,F,17,R,MA3,J,2,4,em_casa,outro,preferencia_curso,pai,1,3,0,N,S,N,N,S,S,S,S,4,4,3,1,1,5,7,12,14,14
GP,F,18,U,MA3,J,3,3,servicos_publicos,servicos_publicos,perto_casa,mae,1,2,0,N,N,N,S,S,S,S,N,5,3,4,1,1,4,0,7,0,0
GP,F,18,U,ME3,J,2,2,outro,outro,perto_casa,outro,1,2,0,N,N,N,S,N,S,S,S,4,3,3,1,1,2,0,8,8,0
GP,F,18,R,MA3,J,2,2,em_casa,outro,preferencia_curso,mae,2,4,0,N,N,N,S,S,S,N,N,4,4,4,1,1,4,0,10,9,0
GP,F,17,U,MA3,J,3,4,servicos_publicos,outro,preferencia_curso,mae,1,3,0,N,N,N,N,S,S,S,N,4,4,5,1,3,5,16,16,15,15
GP,F,19,R,MA3,S,3,1,servicos_publicos,em_casa,perto_casa,outro,1,3,1,N,N,S,N,S,S,N,N,5,4,3,1,2,5,12,14,13,13
GP,F,17,U,MA3,J,3,2,outro,outro,perto_casa,mae,1,2,0,N,S,S,N,S,S,S,S,4,3,2,2,3,2,0,7,8,0
GP,F,18,U,ME3,J,3,3,servicos_publicos,servicos_publicos,perto_casa,mae,1,4,0,N,S,N,N,S,S,S,N,5,3,3,1,1,1,7,16,15,17
GP,F,17,R,MA3,S,3,2,outro,outro,perto_casa,mae,1,2,0,N,S,S,N,S,S,S,N,4,3,3,2,3,2,4,9,10,10
GP,F,19,U,MA3,J,2,1,servicos_publicos,servicos_publicos,perto_casa,outro,1,3,1,N,N,S,S,S,S,S,S,4,3,4,1,3,3,4,11,12,11
GP,M,18,U,MA3,J,4,4,professora,servicos_publicos,perto_casa,pai,1,2,1,N,S,N,S,S,S,S,N,4,3,3,2,2,2,0,10,10,0
GP,M,18,U,ME3,J,3,4,servicos_publicos,outro,perto_casa,mae,1,2,0,N,N,N,S,S,S,S,S,4,3,3,1,3,5,11,16,15,15
GP,F,17,U,MA3,S,2,2,em_casa,em_casa,perto_casa,pai,1,2,1,N,S,N,N,S,S,S,S,3,3,1,1,2,4,0,9,8,0
GP,F,18,U,MA3,J,2,3,em_casa,outro,preferencia_curso,mae,1,3,0,N,S,N,N,S,S,S,N,4,3,3,1,2,3,4,11,10,10
